id_products,id_warehouse,stock,min_stock,id_dim_date_last_stocked,id_dim_date_last_updated
6,WH09,538,50,20250927,20250927
6,WH10,681,50,20251120,20251120
6,WH11,378,50,20250922,20250922
6,WH12,765,50,20251120,20251120
6,WH13,599,50,20250926,20250926
6,WH14,520,50,20250921,20250921
6,WH15,552,50,20250921,20250921
6,WH16,596,50,20250926,20250926
6,WH17,189,50,20250921,20250921
6,WH18,244,50,20251120,20251120
6,WH19,339,50,20250921,20250921
6,WH20,243,50,20250921,20250921
7,WH01,498,50,20251120,20251120
7,WH02,674,50,20250921,20250921
7,WH03,677,50,20250921,20250921
7,WH04,541,50,20250921,20250921
7,WH05,833,50,20250921,20250921
7,WH06,566,50,20251120,20251120
7,WH07,206,50,20250925,20250925
7,WH08,760,50,20250923,20250923
7,WH09,604,50,20251120,20251120
7,WH10,662,50,20250921,20250921
7,WH11,591,50,20251120,20251120
7,WH12,579,50,20251120,20251120
7,WH13,214,50,20251120,20251120
7,WH14,580,50,20250922,20250922
7,WH15,781,50,20251120,20251120
7,WH16,378,50,20251120,20251120
7,WH17,628,50,20250921,20250921
7,WH18,176,50,20251120,20251120
7,WH19,426,50,20251120,20251120
7,WH20,480,50,20251120,20251120
8,WH01,918,50,20251120,20251120
8,WH02,304,50,20250922,20250922
8,WH03,360,50,20250921,20250921
8,WH04,461,50,20250922,20250922
8,WH05,935,50,20250922,20250922
8,WH06,828,50,20250921,20250921
8,WH07,163,50,20250923,20250923
8,WH08,334,50,20251120,20251120
8,WH09,786,50,20251120,20251120
8,WH10,180,50,20250922,20250922
8,WH11,830,50,20250923,20250923
8,WH12,376,50,20251120,20251120
8,WH13,872,50,20250921,20250921
8,WH14,366,50,20250921,20250921
8,WH15,478,50,20250922,20250922
8,WH16,682,50,20251120,20251120
8,WH17,246,50,20251120,20251120
8,WH18,599,50,20251120,20251120
8,WH19,574,50,20251120,20251120
8,WH20,766,50,20250921,20250921
9,WH01,954,50,20250926,20250926
9,WH02,682,50,20251120,20251120
9,WH03,467,50,20250921,20250921
9,WH04,462,50,20250921,20250921
9,WH05,480,50,20250922,20250922
9,WH06,791,50,20251120,20251120
9,WH07,398,50,20251120,20251120
9,WH08,253,50,20250921,20250921
9,WH09,409,50,20250925,20250925
9,WH10,146,50,20251120,20251120
9,WH11,232,50,20251120,20251120
9,WH12,223,50,20251120,20251120
9,WH13,743,50,20251120,20251120
9,WH14,731,50,20250922,20250922
9,WH15,710,50,20251120,20251120
9,WH16,514,50,20251120,20251120
9,WH17,710,50,20250921,20250921
9,WH18,264,50,20251120,20251120
9,WH19,850,50,20250923,20250923
9,WH20,550,50,20250921,20250921
10,WH01,905,50,20250921,20250921
10,WH02,238,50,20251120,20251120
10,WH03,548,50,20250921,20250921
10,WH04,683,50,20251120,20251120
10,WH05,555,50,20251120,20251120
10,WH06,494,50,20250922,20250922
10,WH07,260,50,20250921,20250921
10,WH08,448,50,20251120,20251120
10,WH09,344,50,20251120,20251120
10,WH10,397,50,20250921,20250921
10,WH11,697,50,20251120,20251120
10,WH12,644,50,20250921,20250921
10,WH13,632,50,20251120,20251120
10,WH14,444,50,20251120,20251120
10,WH15,912,50,20251120,20251120
10,WH16,224,50,20251120,20251120
10,WH17,421,50,20251120,20251120
10,WH18,229,50,20250921,20250921
10,WH19,409,50,20250921,20250921
10,WH20,924,50,20250923,20250923
11,WH01,427,50,20250921,20250921
11,WH02,860,50,20251120,20251120
11,WH03,547,50,20251120,20251120
11,WH04,690,50,20251120,20251120
11,WH05,512,50,20250921,20250921
11,WH06,349,50,20251120,20251120
11,WH07,767,50,20250921,20250921
11,WH08,917,50,20250921,20250921
11,WH09,346,50,20251120,20251120
11,WH10,760,50,20250922,20250922
11,WH11,358,50,20250922,20250922
11,WH12,726,50,20250921,20250921
11,WH13,767,50,20251120,20251120
11,WH14,481,50,20251120,20251120
11,WH15,726,50,20251120,20251120
11,WH16,368,50,20251120,20251120
11,WH17,217,50,20251120,20251120
11,WH18,205,50,20251120,20251120
11,WH19,505,50,20251120,20251120
11,WH20,865,50,20251120,20251120
12,WH01,245,50,20251004,20251004
12,WH02,507,50,20250922,20250922
12,WH03,712,50,20251120,20251120
12,WH04,302,50,20251120,20251120
12,WH05,716,50,20250921,20250921
12,WH06,397,50,20250922,20250922
12,WH07,798,50,20250921,20250921
12,WH08,608,50,20251120,20251120
12,WH09,576,50,20251120,20251120
12,WH10,274,50,20251120,20251120
12,WH11,512,50,20251120,20251120
12,WH12,829,50,20251120,20251120
12,WH13,165,50,20251120,20251120
12,WH14,731,50,20251120,20251120
12,WH15,538,50,20250928,20250928
12,WH16,733,50,20250921,20250921
12,WH17,679,50,20250923,20250923
12,WH18,485,50,20250921,20250921
12,WH19,374,50,20250921,20250921
12,WH20,647,50,20250921,20250921
13,WH01,267,50,20250923,20250923
13,WH02,594,50,20251120,20251120
13,WH03,217,50,20251120,20251120
13,WH04,669,50,20250921,20250921
13,WH05,659,50,20251120,20251120
13,WH06,202,50,20251120,20251120
13,WH07,761,50,20250921,20250921
13,WH08,482,50,20250923,20250923
13,WH09,758,50,20250922,20250922
13,WH10,196,50,20251120,20251120
13,WH11,290,50,20251120,20251120
13,WH12,543,50,20250924,20250924
13,WH13,272,50,20250923,20250923
13,WH14,406,50,20251120,20251120
13,WH15,669,50,20250923,20250923
13,WH16,244,50,20251120,20251120
13,WH17,658,50,20251120,20251120
13,WH18,207,50,20250922,20250922
13,WH19,287,50,20250921,20250921
13,WH20,622,50,20250921,20250921
14,WH01,785,50,20250921,20250921
14,WH02,264,50,20250921,20250921
14,WH03,386,50,20250922,20250922
14,WH04,890,50,20250922,20250922
14,WH05,941,50,20250924,20250924
14,WH06,596,50,20250921,20250921
14,WH07,519,50,20250921,20250921
14,WH08,435,50,20250924,20250924
14,WH09,623,50,20250921,20250921
14,WH10,640,50,20250921,20250921
14,WH11,387,50,20251120,20251120
14,WH12,153,50,20251120,20251120
14,WH13,259,50,20250922,20250922
14,WH14,909,50,20251120,20251120
14,WH15,480,50,20251120,20251120
14,WH16,528,50,20251120,20251120
14,WH17,518,50,20250924,20250924
14,WH18,778,50,20250922,20250922
14,WH19,215,50,20251120,20251120
14,WH20,201,50,20251120,20251120
15,WH01,373,50,20251120,20251120
15,WH02,526,50,20250921,20250921
15,WH03,671,50,20251120,20251120
15,WH04,527,50,20250921,20250921
15,WH05,502,50,20250921,20250921
15,WH06,888,50,20250921,20250921
15,WH07,261,50,20250922,20250922
15,WH08,609,50,20251120,20251120
15,WH09,573,50,20251120,20251120
15,WH10,529,50,20251120,20251120
15,WH11,790,50,20251120,20251120
15,WH12,364,50,20250927,20250927
15,WH13,910,50,20250921,20250921
15,WH14,413,50,20250925,20250925
15,WH15,589,50,20250922,20250922
15,WH16,565,50,20250921,20250921
15,WH17,827,50,20251120,20251120
15,WH18,484,50,20250921,20250921
15,WH19,372,50,20251120,20251120
15,WH20,152,50,20251120,20251120
16,WH01,431,50,20251120,20251120
16,WH02,802,50,20250922,20250922
16,WH03,154,50,20251120,20251120
16,WH04,860,50,20250924,20250924
16,WH05,573,50,20251120,20251120
16,WH06,265,50,20251120,20251120
16,WH07,378,50,20250925,20250925
16,WH08,578,50,20250922,20250922
16,WH09,380,50,20250921,20250921
16,WH10,231,50,20250926,20250926
16,WH11,670,50,20250921,20250921
16,WH12,687,50,20250926,20250926
16,WH13,236,50,20250923,20250923
16,WH14,364,50,20251120,20251120
16,WH15,308,50,20251120,20251120
16,WH16,660,50,20251120,20251120
16,WH17,727,50,20251120,20251120
16,WH18,711,50,20251120,20251120
16,WH19,895,50,20251120,20251120
16,WH20,761,50,20251120,20251120
17,WH01,404,50,20250921,20250921
17,WH02,229,50,20251120,20251120
17,WH03,625,50,20251120,20251120
17,WH04,863,50,20251120,20251120
17,WH05,926,50,20251120,20251120
17,WH06,320,50,20251120,20251120
17,WH07,328,50,20250921,20250921
17,WH08,146,50,20250921,20250921
17,WH09,241,50,20250921,20250921
17,WH10,585,50,20250922,20250922
17,WH11,581,50,20251120,20251120
17,WH12,426,50,20250921,20250921
17,WH13,405,50,20250925,20250925
17,WH14,786,50,20251120,20251120
17,WH15,516,50,20251120,20251120
17,WH16,790,50,20251120,20251120
17,WH17,921,50,20251120,20251120
17,WH18,379,50,20251120,20251120
17,WH19,312,50,20250922,20250922
17,WH20,899,50,20250921,20250921
18,WH01,651,50,20251120,20251120
18,WH02,370,50,20251120,20251120
18,WH03,623,50,20251120,20251120
18,WH04,545,50,20251120,20251120
18,WH05,857,50,20251120,20251120
18,WH06,324,50,20251120,20251120
18,WH07,942,50,20251120,20251120
18,WH08,897,50,20250921,20250921
18,WH09,280,50,20251120,20251120
18,WH10,271,50,20250922,20250922
18,WH11,569,50,20250922,20250922
18,WH12,180,50,20250922,20250922
18,WH13,385,50,20250924,20250924
18,WH14,506,50,20251120,20251120
18,WH15,910,50,20251120,20251120
18,WH16,947,50,20251120,20251120
18,WH17,263,50,20250921,20250921
18,WH18,871,50,20250923,20250923
18,WH19,236,50,20251120,20251120
18,WH20,714,50,20251120,20251120
19,WH01,820,50,20250923,20250923
19,WH02,852,50,20251120,20251120
19,WH03,336,50,20251120,20251120
19,WH04,844,50,20250921,20250921
19,WH05,228,50,20250922,20250922
19,WH06,566,50,20251120,20251120
19,WH07,523,50,20251120,20251120
19,WH08,405,50,20250926,20250926
19,WH09,159,50,20251120,20251120
19,WH10,743,50,20251120,20251120
19,WH11,401,50,20251120,20251120
19,WH12,679,50,20251120,20251120
19,WH13,481,50,20251120,20251120
19,WH14,428,50,20250924,20250924
19,WH15,853,50,20250921,20250921
19,WH16,231,50,20250922,20250922
19,WH17,736,50,20250922,20250922
19,WH18,746,50,20250927,20250927
19,WH19,413,50,20250921,20250921
19,WH20,367,50,20251120,20251120
20,WH01,117,50,20250921,20250921
20,WH02,897,50,20251120,20251120
20,WH03,914,50,20250921,20250921
20,WH04,357,50,20250921,20250921
20,WH05,167,50,20251120,20251120
20,WH06,237,50,20250922,20250922
20,WH07,203,50,20251120,20251120
20,WH08,821,50,20250926,20250926
20,WH09,844,50,20250922,20250922
20,WH10,282,50,20250922,20250922
20,WH11,727,50,20250925,20250925
20,WH12,300,50,20251120,20251120
20,WH13,432,50,20250922,20250922
20,WH14,623,50,20250921,20250921
20,WH15,713,50,20251120,20251120
20,WH16,843,50,20250921,20250921
20,WH17,178,50,20251120,20251120
20,WH18,299,50,20251120,20251120
20,WH19,351,50,20251120,20251120
20,WH20,381,50,20251120,20251120
21,WH01,919,50,20250924,20250924
21,WH02,753,50,20250925,20250925
21,WH03,388,50,20251120,20251120
21,WH04,914,50,20251120,20251120
21,WH05,543,50,20250925,20250925
21,WH06,531,50,20250922,20250922
21,WH07,491,50,20250926,20250926
21,WH08,246,50,20250922,20250922
21,WH09,884,50,20250921,20250921
21,WH10,153,50,20250922,20250922
21,WH11,280,50,20250922,20250922
21,WH12,321,50,20250921,20250921
21,WH13,376,50,20251120,20251120
21,WH14,243,50,20250922,20250922
21,WH15,147,50,20251120,20251120
21,WH16,681,50,20251120,20251120
21,WH17,906,50,20250921,20250921
21,WH18,227,50,20250921,20250921
21,WH19,388,50,20250922,20250922
21,WH20,543,50,20251120,20251120
22,WH01,872,50,20250921,20250921
22,WH02,699,50,20250921,20250921
22,WH03,761,50,20251120,20251120
22,WH04,588,50,20250921,20250921
22,WH05,484,50,20250921,20250921
22,WH06,271,50,20250921,20250921
22,WH07,838,50,20250922,20250922
22,WH08,784,50,20251120,20251120
22,WH09,158,50,20251120,20251120
22,WH10,703,50,20251120,20251120
22,WH11,209,50,20251120,20251120
22,WH12,718,50,20251120,20251120
22,WH13,810,50,20250921,20250921
22,WH14,258,50,20250925,20250925
22,WH15,487,50,20251120,20251120
22,WH16,251,50,20251120,20251120
22,WH17,613,50,20251120,20251120
22,WH18,890,50,20250922,20250922
22,WH19,204,50,20250921,20250921
22,WH20,460,50,20251120,20251120
23,WH01,931,50,20251120,20251120
23,WH02,387,50,20251120,20251120
23,WH03,249,50,20250922,20250922
23,WH04,536,50,20250922,20250922
23,WH05,558,50,20250921,20250921
23,WH06,671,50,20250923,20250923
23,WH07,390,50,20251120,20251120
23,WH08,906,50,20251120,20251120
23,WH09,568,50,20251120,20251120
23,WH10,358,50,20250926,20250926
23,WH11,926,50,20250927,20250927
23,WH12,905,50,20250925,20250925
23,WH13,524,50,20251120,20251120
23,WH14,152,50,20251120,20251120
23,WH15,613,50,20251120,20251120
23,WH16,563,50,20251120,20251120
23,WH17,262,50,20250923,20250923
23,WH18,650,50,20250922,20250922
23,WH19,818,50,20251120,20251120
23,WH20,221,50,20250922,20250922
24,WH01,703,50,20251120,20251120
24,WH02,245,50,20251120,20251120
24,WH03,732,50,20250921,20250921
24,WH04,459,50,20251120,20251120
24,WH05,150,50,20251120,20251120
24,WH06,916,50,20251120,20251120
24,WH07,280,50,20251120,20251120
24,WH08,601,50,20250921,20250921
24,WH09,302,50,20251120,20251120
24,WH10,878,50,20251120,20251120
24,WH11,728,50,20251120,20251120
24,WH12,766,50,20251120,20251120
24,WH13,484,50,20250922,20250922
24,WH14,532,50,20250925,20250925
24,WH15,661,50,20250921,20250921
24,WH16,751,50,20251120,20251120
24,WH17,828,50,20250921,20250921
24,WH18,170,50,20250927,20250927
24,WH19,691,50,20251120,20251120
24,WH20,228,50,20250922,20250922
25,WH01,367,50,20250922,20250922
25,WH02,815,50,20250921,20250921
25,WH03,341,50,20250921,20250921
25,WH04,780,50,20251120,20251120
25,WH05,515,50,20251120,20251120
25,WH06,348,50,20250921,20250921
25,WH07,399,50,20251120,20251120
25,WH08,553,50,20251120,20251120
25,WH09,747,50,20250922,20250922
25,WH10,637,50,20251120,20251120
25,WH11,904,50,20250924,20250924
25,WH12,836,50,20250921,20250921
25,WH13,758,50,20250922,20250922
25,WH14,618,50,20251120,20251120
25,WH15,373,50,20251120,20251120
25,WH16,479,50,20251120,20251120
25,WH17,251,50,20250922,20250922
25,WH18,455,50,20251120,20251120
25,WH19,890,50,20251120,20251120
25,WH20,465,50,20251120,20251120
26,WH01,232,50,20250922,20250922
26,WH02,662,50,20251120,20251120
26,WH03,885,50,20250922,20250922
26,WH04,829,50,20251120,20251120
26,WH05,381,50,20251120,20251120
26,WH06,500,50,20251120,20251120
26,WH07,561,50,20250921,20250921
26,WH08,320,50,20250921,20250921
26,WH09,351,50,20251120,20251120
26,WH10,325,50,20251120,20251120
26,WH11,929,50,20251120,20251120
26,WH12,745,50,20251120,20251120
26,WH13,801,50,20251120,20251120
26,WH14,790,50,20251120,20251120
26,WH15,908,50,20251120,20251120
26,WH16,229,50,20251120,20251120
26,WH17,840,50,20251120,20251120
26,WH18,187,50,20250924,20250924
26,WH19,533,50,20250922,20250922
26,WH20,606,50,20250921,20250921
27,WH01,439,50,20251002,20251002
27,WH02,263,50,20251120,20251120
27,WH03,303,50,20250921,20250921
27,WH04,794,50,20250922,20250922
27,WH05,392,50,20251120,20251120
27,WH06,400,50,20251120,20251120
27,WH07,886,50,20250921,20250921
27,WH08,260,50,20251120,20251120
27,WH09,877,50,20251120,20251120
27,WH10,874,50,20251120,20251120
27,WH11,616,50,20251120,20251120
27,WH12,284,50,20250922,20250922
27,WH13,266,50,20250922,20250922
27,WH14,379,50,20250921,20250921
27,WH15,596,50,20251120,20251120
27,WH16,277,50,20250921,20250921
27,WH17,507,50,20250922,20250922
27,WH18,230,50,20250921,20250921
27,WH19,583,50,20250921,20250921
27,WH20,168,50,20250922,20250922
28,WH01,689,50,20251120,20251120
28,WH02,168,50,20250922,20250922
28,WH03,274,50,20250921,20250921
28,WH04,284,50,20251120,20251120
28,WH05,790,50,20251120,20251120
28,WH06,179,50,20251120,20251120
28,WH07,496,50,20251120,20251120
28,WH08,602,50,20251120,20251120
28,WH09,560,50,20251120,20251120
28,WH10,700,50,20251120,20251120
28,WH11,779,50,20250922,20250922
28,WH12,464,50,20251120,20251120
28,WH13,794,50,20251120,20251120
28,WH14,385,50,20251120,20251120
28,WH15,947,50,20251120,20251120
28,WH16,551,50,20251120,20251120
28,WH17,719,50,20251120,20251120
28,WH18,838,50,20251120,20251120
28,WH19,759,50,20251120,20251120
28,WH20,816,50,20250922,20250922
29,WH01,562,50,20250921,20250921
29,WH02,166,50,20250921,20250921
29,WH03,553,50,20250921,20250921
29,WH04,289,50,20251120,20251120
29,WH05,866,50,20250921,20250921
29,WH06,340,50,20250922,20250922
29,WH07,304,50,20250925,20250925
29,WH08,313,50,20251120,20251120
29,WH09,686,50,20250922,20250922
29,WH10,600,50,20250921,20250921
29,WH11,907,50,20250922,20250922
29,WH12,485,50,20251120,20251120
29,WH13,364,50,20251120,20251120
29,WH14,183,50,20250921,20250921
29,WH15,151,50,20251120,20251120
29,WH16,458,50,20250924,20250924
29,WH17,897,50,20251120,20251120
29,WH18,545,50,20251120,20251120
29,WH19,863,50,20250922,20250922
29,WH20,210,50,20250921,20250921
30,WH01,217,50,20251120,20251120
30,WH02,800,50,20251120,20251120
30,WH03,220,50,20251120,20251120
30,WH04,177,50,20251120,20251120
30,WH05,479,50,20251120,20251120
30,WH06,896,50,20250921,20250921
30,WH07,684,50,20250921,20250921
30,WH08,211,50,20251120,20251120
30,WH09,822,50,20251120,20251120
30,WH10,805,50,20251120,20251120
30,WH11,796,50,20250927,20250927
30,WH12,886,50,20250924,20250924
30,WH13,316,50,20251120,20251120
30,WH14,920,50,20250922,20250922
30,WH15,401,50,20250921,20250921
30,WH16,779,50,20250923,20250923
30,WH17,612,50,20250924,20250924
30,WH18,753,50,20250921,20250921
30,WH19,646,50,20251001,20251001
30,WH20,667,50,20251120,20251120
31,WH01,627,50,20250922,20250922
31,WH02,764,50,20250923,20250923
31,WH03,750,50,20251120,20251120
31,WH04,257,50,20250921,20250921
31,WH05,803,50,20251120,20251120
31,WH06,566,50,20251120,20251120
31,WH07,407,50,20250921,20250921
31,WH08,548,50,20250923,20250923
31,WH09,919,50,20250923,20250923
31,WH10,842,50,20251120,20251120
31,WH11,793,50,20251120,20251120
31,WH12,521,50,20250921,20250921
31,WH13,755,50,20251120,20251120
31,WH14,466,50,20250922,20250922
31,WH15,691,50,20251120,20251120
31,WH16,652,50,20251120,20251120
31,WH17,334,50,20250921,20250921
31,WH18,344,50,20251120,20251120
31,WH19,199,50,20251120,20251120
31,WH20,258,50,20251120,20251120
32,WH01,481,50,20251120,20251120
32,WH02,522,50,20250922,20250922
32,WH03,244,50,20250923,20250923
32,WH04,453,50,20251120,20251120
32,WH05,605,50,20250921,20250921
32,WH06,332,50,20250921,20250921
32,WH07,424,50,20250923,20250923
32,WH08,460,50,20250924,20250924
32,WH09,550,50,20250922,20250922
32,WH10,426,50,20251120,20251120
32,WH11,733,50,20250923,20250923
32,WH12,393,50,20250922,20250922
32,WH13,497,50,20251120,20251120
32,WH14,439,50,20251120,20251120
32,WH15,296,50,20251120,20251120
32,WH16,698,50,20250924,20250924
32,WH17,326,50,20250921,20250921
32,WH18,395,50,20251120,20251120
32,WH19,752,50,20250921,20250921
32,WH20,896,50,20251120,20251120
33,WH01,676,50,20250926,20250926
33,WH02,876,50,20250921,20250921
33,WH03,816,50,20250921,20250921
33,WH04,523,50,20251120,20251120
33,WH05,754,50,20250921,20250921
33,WH06,396,50,20251120,20251120
33,WH07,507,50,20251120,20251120
33,WH08,571,50,20251120,20251120
33,WH09,904,50,20250921,20250921
33,WH10,823,50,20250921,20250921
33,WH11,542,50,20251120,20251120
33,WH12,669,50,20250926,20250926
33,WH13,281,50,20251120,20251120
33,WH14,787,50,20250921,20250921
33,WH15,576,50,20251120,20251120
33,WH16,591,50,20251120,20251120
33,WH17,754,50,20250923,20250923
33,WH18,626,50,20250921,20250921
33,WH19,195,50,20250921,20250921
33,WH20,370,50,20250922,20250922
34,WH01,269,50,20250921,20250921
34,WH02,741,50,20250921,20250921
34,WH03,162,50,20250925,20250925
34,WH04,288,50,20251120,20251120
34,WH05,612,50,20251120,20251120
34,WH06,685,50,20251120,20251120
34,WH07,532,50,20251120,20251120
34,WH08,841,50,20250921,20250921
34,WH09,868,50,20251120,20251120
34,WH10,240,50,20250921,20250921
34,WH11,915,50,20251120,20251120
34,WH12,641,50,20251120,20251120
34,WH13,664,50,20251120,20251120
34,WH14,217,50,20250921,20250921
34,WH15,629,50,20250922,20250922
34,WH16,718,50,20250925,20250925
34,WH17,593,50,20250921,20250921
34,WH18,211,50,20250927,20250927
34,WH19,546,50,20250921,20250921
34,WH20,882,50,20250921,20250921
35,WH01,722,50,20250922,20250922
35,WH02,251,50,20251120,20251120
35,WH03,900,50,20251120,20251120
35,WH04,909,50,20250921,20250921
35,WH05,274,50,20251120,20251120
35,WH06,793,50,20251120,20251120
35,WH07,468,50,20250923,20250923
35,WH08,598,50,20250921,20250921
35,WH09,490,50,20251120,20251120
35,WH10,759,50,20250921,20250921
35,WH11,946,50,20251120,20251120
35,WH12,788,50,20250921,20250921
35,WH13,891,50,20251120,20251120
35,WH14,919,50,20250922,20250922
35,WH15,216,50,20250921,20250921
35,WH16,349,50,20251120,20251120
35,WH17,723,50,20251120,20251120
35,WH18,624,50,20250924,20250924
35,WH19,186,50,20250927,20250927
35,WH20,227,50,20250921,20250921
36,WH01,557,50,20250921,20250921
36,WH02,643,50,20250921,20250921
36,WH03,285,50,20250926,20250926
36,WH04,254,50,20251120,20251120
36,WH05,248,50,20251120,20251120
36,WH06,594,50,20251120,20251120
36,WH07,156,50,20250925,20250925
36,WH08,607,50,20250924,20250924
36,WH09,533,50,20251120,20251120
36,WH10,517,50,20250921,20250921
36,WH11,704,50,20251120,20251120
36,WH12,550,50,20251120,20251120
36,WH13,710,50,20251120,20251120
36,WH14,758,50,20251120,20251120
36,WH15,877,50,20250922,20250922
36,WH16,780,50,20250921,20250921
36,WH17,564,50,20250923,20250923
36,WH18,530,50,20251120,20251120
36,WH19,342,50,20250921,20250921
36,WH20,626,50,20251120,20251120
37,WH01,250,50,20251120,20251120
37,WH02,882,50,20251120,20251120
37,WH03,821,50,20251120,20251120
37,WH04,236,50,20250922,20250922
37,WH05,781,50,20250921,20250921
37,WH06,226,50,20251120,20251120
37,WH07,704,50,20251120,20251120
37,WH08,202,50,20250922,20250922
37,WH09,542,50,20251120,20251120
37,WH10,672,50,20251120,20251120
37,WH11,700,50,20251120,20251120
37,WH12,481,50,20250925,20250925
37,WH13,871,50,20250925,20250925
37,WH14,762,50,20250922,20250922
37,WH15,308,50,20251120,20251120
37,WH16,669,50,20251120,20251120
37,WH17,731,50,20250923,20250923
37,WH18,392,50,20250921,20250921
37,WH19,734,50,20251120,20251120
37,WH20,848,50,20251120,20251120
38,WH01,773,50,20250921,20250921
38,WH02,754,50,20250921,20250921
38,WH03,658,50,20251120,20251120
38,WH04,367,50,20250922,20250922
38,WH05,773,50,20250921,20250921
38,WH06,439,50,20250921,20250921
38,WH07,567,50,20251120,20251120
38,WH08,390,50,20251120,20251120
38,WH09,393,50,20250922,20250922
38,WH10,265,50,20251120,20251120
38,WH11,900,50,20251120,20251120
38,WH12,250,50,20250921,20250921
38,WH13,200,50,20250923,20250923
38,WH14,893,50,20251120,20251120
38,WH15,600,50,20250926,20250926
38,WH16,483,50,20250921,20250921
38,WH17,728,50,20251120,20251120
38,WH18,444,50,20250922,20250922
38,WH19,244,50,20251120,20251120
38,WH20,713,50,20251120,20251120
39,WH01,280,50,20250925,20250925
39,WH02,592,50,20250921,20250921
39,WH03,889,50,20251120,20251120
39,WH04,880,50,20251120,20251120
39,WH05,417,50,20251120,20251120
39,WH06,752,50,20251120,20251120
39,WH07,643,50,20250921,20250921
39,WH08,511,50,20251120,20251120
39,WH09,258,50,20251120,20251120
39,WH10,456,50,20250926,20250926
39,WH11,667,50,20251120,20251120
39,WH12,944,50,20250923,20250923
