id_returns,id_orders,id_dim_date_returned,reason
844,5215,20251120,Wrong Item
845,5237,20251120,Wrong Item
846,5240,20251120,Wrong Item
847,5245,20251120,Wrong Item
848,5246,20251120,Not As Described
849,5247,20251120,Product Defect
850,5251,20251120,Leaking Bottle
851,5252,20251120,Not As Described
852,5255,20251120,Not As Described
853,5269,20251120,Damaged
854,5274,20251120,Not As Described
855,5277,20251120,Broken Seal
856,5292,20251120,Damaged
857,5293,20251120,Damaged
858,5294,20251120,Leaking Bottle
859,5299,20251120,Late Delivery
860,5300,20251120,Damaged
861,5304,20251120,Leaking Bottle
862,5305,20251121,Customer Refused
863,5307,20251120,Customer Refused
864,5316,20251120,Not As Described
865,5317,20251120,Damaged
866,5327,20251121,Product Defect
867,5328,20251120,Damaged
868,5348,20251120,Late Delivery
869,5351,20251120,Not As Described
870,5352,20251121,Broken Seal
871,5372,20251120,Not As Described
872,5374,20251120,Broken Seal
873,5378,20251120,Wrong Item
874,5381,20251120,Leaking Bottle
875,5394,20251120,Broken Seal
876,5399,20251122,Leaking Bottle
877,5414,20251120,Late Delivery
878,5417,20251120,Late Delivery
879,5419,20251121,Not As Described
880,5420,20251120,Not As Described
881,5428,20251120,Customer Refused
882,5429,20251120,Not As Described
883,5430,20251121,Customer Refused
884,5431,20251120,Damaged
885,5433,20251120,Damaged
886,5436,20251120,Wrong Item
887,5448,20251120,Wrong Item
888,5449,20251120,Product Defect
889,5450,20251120,Damaged
890,5463,20251120,Wrong Item
891,5465,20251120,Product Defect
892,5472,20251120,Leaking Bottle
893,5474,20251120,Not As Described
894,5476,20251121,Not As Described
895,5482,20251120,Product Defect
896,5488,20251121,Damaged
897,5492,20251120,Customer Refused
898,5493,20251120,Not As Described
899,5497,20251120,Late Delivery
900,5505,20251120,Late Delivery
901,5507,20251120,Damaged
902,5523,20251120,Customer Refused
903,5524,20251121,Product Defect
904,5533,20251120,Damaged
905,5538,20251120,Customer Refused
906,5539,20251120,Damaged
907,5567,20251120,Broken Seal
908,5583,20251120,Broken Seal
909,5589,20251120,Damaged
910,5602,20251121,Damaged
911,5644,20251120,Product Defect
912,5647,20251121,Leaking Bottle
913,5648,20251120,Not As Described
914,5653,20251120,Damaged
915,5663,20251120,Damaged
